epoch,accuracy,dice_coeff,jaccard_index,loss,rand_index,specificity,val_accuracy,val_dice_coeff,val_jaccard_index,val_loss,val_rand_index,val_specificity
0,0.8459776043891907,0.05699806287884712,0.8357524275779724,49.74977111816406,0.03012724593281746,0.8355389833450317,0.9524099230766296,0.05777261406183243,0.903450608253479,49.86615753173828,0.030356833711266518,0.9039329290390015
1,0.9791696667671204,0.1975819617509842,0.9663446545600891,49.41264724731445,0.1167050376534462,0.9663106203079224,0.9202528595924377,0.05619592219591141,0.875596821308136,49.769317626953125,0.029732191935181618,0.8765251040458679
2,0.9919224381446838,0.3326071500778198,0.9788545370101929,49.09547424316406,0.2115069478750229,0.9788486957550049,0.9929243326187134,0.2726438641548157,0.9433841705322266,49.44220733642578,0.17582106590270996,0.9441016912460327
3,0.9937791228294373,0.38192471861839294,0.9806928038597107,48.868892669677734,0.2508520185947418,0.9806923866271973,0.994269609451294,0.35696840286254883,0.9445596933364868,49.03422546386719,0.23026438057422638,0.9448351860046387
4,0.9947885274887085,0.4167307913303375,0.9816913604736328,48.66080093383789,0.27912163734436035,0.9816913604736328,0.9935683012008667,0.3742592930793762,0.9439378976821899,48.723899841308594,0.24029383063316345,0.9439447522163391
5,0.9955464005470276,0.4498526453971863,0.9824381470680237,48.44287109375,0.30715411901474,0.9824404716491699,0.9948711395263672,0.4198535084724426,0.9451176524162292,48.35692596435547,0.27830010652542114,0.9451181292533875
6,0.996245801448822,0.48669713735580444,0.9831312298774719,48.20613479614258,0.3396057188510895,0.9831302762031555,0.9961225986480713,0.48366618156433105,0.9463340640068054,47.890594482421875,0.33347219228744507,0.9463428258895874
7,0.9966285824775696,0.5127781629562378,0.9835068583488464,47.943302154541016,0.36410051584243774,0.9835087656974792,0.9980030059814453,0.5611312389373779,0.9481380581855774,47.64646911621094,0.41806960105895996,0.9484833478927612
8,0.9972255229949951,0.5518590807914734,0.9840969443321228,47.626461029052734,0.4001029431819916,0.9841002225875854,0.9972646832466125,0.5561672449111938,0.9473856687545776,46.889892578125,0.4051571786403656,0.9474089741706848
9,0.9973005056381226,0.5639472007751465,0.9841662049293518,47.26540756225586,0.4135233163833618,0.9841715097427368,0.9974868893623352,0.5130400657653809,0.947604775428772,46.790950775146484,0.373569130897522,0.9479257464408875
10,0.997566282749176,0.5804839134216309,0.9844364523887634,46.82163619995117,0.43011415004730225,0.9844425320625305,0.9980899095535278,0.6288015246391296,0.948170006275177,45.77676010131836,0.48587456345558167,0.9482194185256958
11,0.9981706738471985,0.6391497850418091,0.9850296974182129,46.25128173828125,0.49043184518814087,0.9850369691848755,0.9976126551628113,0.5838214159011841,0.9476495981216431,45.041316986083984,0.4435037672519684,0.9476847648620605
12,0.998347818851471,0.6599338054656982,0.9852067828178406,45.583126068115234,0.5127405524253845,0.9852149486541748,0.9982326030731201,0.6455792188644409,0.9482885599136353,44.57978820800781,0.5097083449363708,0.9483163952827454
13,0.9984954595565796,0.678658664226532,0.9853512644767761,44.76934051513672,0.5347869396209717,0.9853619933128357,0.9992347359657288,0.7468004822731018,0.9492610692977905,43.57539749145508,0.6327899694442749,0.9495552778244019
14,0.9987109899520874,0.706498920917511,0.9855636954307556,43.687347412109375,0.5662792921066284,0.9855777621269226,0.9987071752548218,0.690572202205658,0.9487490653991699,42.105499267578125,0.5602816343307495,0.9488238096237183
15,0.9988013505935669,0.7193534970283508,0.9856523275375366,42.41652297973633,0.5831204652786255,0.985675036907196,0.9991478323936462,0.7525638341903687,0.9491584897041321,40.358917236328125,0.6385778784751892,0.9492520093917847
16,0.9990375638008118,0.7561324834823608,0.985886812210083,40.80358123779297,0.627389132976532,0.9859094023704529,0.9993574619293213,0.783652663230896,0.9493606686592102,39.29595184326172,0.6812763214111328,0.9495542645454407
17,0.9991307258605957,0.7724035978317261,0.9859787821769714,38.98762130737305,0.6478574872016907,0.9860100746154785,0.9993936419487,0.7984592914581299,0.9494210481643677,37.13364791870117,0.6979762315750122,0.9497072100639343
18,0.9992828369140625,0.800893247127533,0.9861286282539368,36.81313705444336,0.6858077645301819,0.9861640930175781,0.9993806481361389,0.7962486147880554,0.9493997693061829,34.63301467895508,0.6966336965560913,0.9495245814323425
19,0.999350368976593,0.8144663572311401,0.9861963987350464,34.46450424194336,0.7048134803771973,0.9862402081489563,0.9993741512298584,0.7795416712760925,0.9493966102600098,32.96841049194336,0.6827801465988159,0.9496335983276367
20,0.9994778633117676,0.8422541618347168,0.9863235354423523,31.80367660522461,0.743053674697876,0.9863753318786621,0.9995404481887817,0.831647515296936,0.9495571851730347,29.97138214111328,0.7467237114906311,0.9497724771499634
21,0.9995490312576294,0.8593801259994507,0.9863942861557007,29.066646575927734,0.7685529589653015,0.9864507913589478,0.9994807839393616,0.8196381330490112,0.9494983553886414,26.873348236083984,0.7298909425735474,0.9497105479240417
22,0.9995955228805542,0.8719187378883362,0.9864410758018494,26.332429885864258,0.7868934869766235,0.9865027070045471,0.9995228052139282,0.8041644096374512,0.949532687664032,25.846996307373047,0.715178370475769,0.9497941732406616
23,0.999643862247467,0.8834583163261414,0.9864873290061951,23.64289665222168,0.8048229217529297,0.9865543842315674,0.9996039271354675,0.838330864906311,0.9496145248413086,23.308963775634766,0.7579681277275085,0.9498525857925415
24,0.9996793270111084,0.8938916921615601,0.9865239858627319,21.019330978393555,0.8209893703460693,0.98659747838974,0.9994912147521973,0.822892963886261,0.9495107531547546,21.550352096557617,0.7319697141647339,0.9498977661132812
